VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
KM8K33AGXL;King;Seattle;WA;98103;2020;HYUNDAI;KONA;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;258;0;43;249675142;POINT (-122.34301 47.659185);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004800
1C4RJYB61N;King;Bothell;WA;98011;2022;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;1;233928502;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021804
1C4RJYD61P;Yakima;Yakima;WA;98908;2023;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;14;229675939;POINT (-120.6027202 46.5965625);PACIFICORP;53077002900
5YJ3E1EA7J;King;Kirkland;WA;98034;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;0;45;104714466;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021903
WBY7Z8C5XJ;Thurston;Olympia;WA;98501;2018;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;97;0;22;185498386;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010700
5YJ3E1EAXL;Snohomish;Marysville;WA;98271;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;266;0;38;124595523;POINT (-122.1713847 48.10433);PUGET SOUND ENERGY INC;53061940001
2C4RC1N77H;King;Kent;WA;98042;2017;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;47;1815593;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031707
5YJYGDEE3L;King;Woodinville;WA;98072;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;0;45;124760555;POINT (-122.151665 47.75855);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021906
5YJ3E1EA1J;Island;Coupeville;WA;98239;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;0;10;125048003;POINT (-122.6880708 48.2179983);PUGET SOUND ENERGY INC;53029971000
7SAYGDEF0P;King;Bellevue;WA;98004;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;240416207;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023806
5YJ3E1EA7J;King;Kirkland;WA;98033;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;0;48;231013436;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022603
3FA6P0SU9G;Kitsap;Port Orchard;WA;98367;2016;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;26;212561716;POINT (-122.6851642 47.506453);PUGET SOUND ENERGY INC;53035092902
JTDKARFP9H;Kitsap;Port Orchard;WA;98366;2017;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;26;229764972;POINT (-122.639265 47.5373);PUGET SOUND ENERGY INC;53035092600
5YJ3E1EB8K;Snohomish;Mukilteo;WA;98275;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;0;21;179728755;POINT (-122.299965 47.94171);PUGET SOUND ENERGY INC;53061041301
5YJ3E1EA5K;King;Redmond;WA;98052;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;0;45;120633516;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323
3FA6P0SU0D;Thurston;Rochester;WA;98579;2013;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;20;138697212;POINT (-123.09573 46.82158);PUGET SOUND ENERGY INC;53067012730
WA1VABGE4K;King;Seattle;WA;98112;2019;AUDI;E-TRON;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;204;0;43;475364046;POINT (-122.306935 47.62441);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400
1N4AZ0CP6F;King;Seattle;WA;98125;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;46;252522896;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000201
KNDCC3LD7K;Kitsap;Bremerton;WA;98311;2019;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;23;2148170;POINT (-122.6468815 47.6344364);PUGET SOUND ENERGY INC;53035091204
1N4AZ0CP1E;Kitsap;Poulsbo;WA;98370;2014;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;23;258176922;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035091100
5UXKT0C51J;King;Kent;WA;98042;2018;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;13;0;47;291897987;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031708
5YJSA1E22J;Snohomish;Marysville;WA;98271;2018;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;249;0;39;172808163;POINT (-122.1713847 48.10433);PUGET SOUND ENERGY INC;53061052808
1G1RB6E46D;Kitsap;Bremerton;WA;98312;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;35;138557555;POINT (-122.65223 47.57192);PUGET SOUND ENERGY INC;53035080700
2T3YL4DV5E;King;Seattle;WA;98108;2014;TOYOTA;RAV4;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;103;0;11;183567149;POINT (-122.326965 47.55015);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033010001
JTDKARFP5H;Snohomish;Lake Stevens;WA;98258;2017;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;44;160057901;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052607
5YJ3E1EB6L;Kitsap;Silverdale;WA;98383;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;322;0;23;6335647;POINT (-122.668076 47.665978);PUGET SOUND ENERGY INC;53035091302
5YJ3E1EB3J;King;Kirkland;WA;98033;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;0;45;205530552;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022401
1FADP5CU0G;Kitsap;Kingston;WA;98346;2016;FORD;C-MAX;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;23;1465033;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090102
WVWKR7AU0K;King;Kirkland;WA;98033;2019;VOLKSWAGEN;E-GOLF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;125;0;45;306865107;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022006
5YJSA1E29L;Kitsap;Kingston;WA;98346;2020;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;330;0;23;110621444;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090102
1N4AZ0CP7F;Thurston;Olympia;WA;98506;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;22;141547311;POINT (-122.8874781 47.0519573);PUGET SOUND ENERGY INC;53067010200
WA1LAAGE7M;Yakima;Yakima;WA;98908;2021;AUDI;E-TRON;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;222;0;14;144941534;POINT (-120.6027202 46.5965625);PACIFICORP;53077002801
KNDCE3LG9K;King;Enumclaw;WA;98022;2019;KIA;NIRO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;0;31;117615928;POINT (-121.98953 47.20347);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031400
1N4AZ0CP9F;King;Seattle;WA;98109;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;43;180279487;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007301
5YJ3E1EA4P;King;Bellevue;WA;98006;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;241481278;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024704
JN1AZ0CP1B;King;Seattle;WA;98133;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;0;32;133592196;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000404
3C3CFFGE4G;King;Auburn;WA;98002;2016;FIAT;500;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;47;225708626;POINT (-122.222855 47.305065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030600
1G1FY6S07L;Yakima;Moxee;WA;98936;2020;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;259;0;15;125943058;POINT (-120.3795117 46.55609);PACIFICORP;53077001702
1V2DNPE83P;King;Seattle;WA;98125;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;245619664;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000900
1G1FY6S06N;Yakima;Tieton;WA;98947;2022;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;14;208932349;POINT (-120.75692 46.70383);PACIFICORP;53077002900
1N4AZ0CPXD;Kitsap;Silverdale;WA;98383;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;0;23;144485785;POINT (-122.668076 47.665978);PUGET SOUND ENERGY INC;53035091205
3MW39FS02P;Kitsap;Port Orchard;WA;98367;2023;BMW;330E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;20;0;35;244137120;POINT (-122.6851642 47.506453);PUGET SOUND ENERGY INC;53035092901
1N4BZ1CP2K;King;Renton;WA;98057;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;0;11;4870099;POINT (-122.21024 47.4797047);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033026200
WAUTPBFF2H;King;Bellevue;WA;98008;2017;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;0;48;159300466;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023300
2C4RC1L73P;King;Tukwila;WA;98188;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;11;236367519;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200
5YJ3E1EA7K;King;Seatac;WA;98188;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;0;33;216597293;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028300
1FADP3R40D;Thurston;Tumwater;WA;98501;2013;FORD;FOCUS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;76;0;35;230763249;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067011720
2C4RC1N79J;Kitsap;Suquamish;WA;98392;2018;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;23;176286988;POINT (-122.55717 47.733415);PUGET SOUND ENERGY INC;53035940100
KNDRJDLH0N;Yakima;Yakima;WA;98908;2022;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;14;209591812;POINT (-120.6027202 46.5965625);PACIFICORP;53077000800
3FA6P0SU1H;Island;Oak Harbor;WA;98277;2017;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;10;250570589;POINT (-122.67499 48.287295);PUGET SOUND ENERGY INC;53029970500
5YJ3E1EA8K;Snohomish;Bothell;WA;98012;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;0;1;338436920;POINT (-122.1876761 47.820517);PUGET SOUND ENERGY INC;53061052107
KNDCS3LF7P;King;Shoreline;WA;98133;2023;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;32;240355930;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020700
5YJ3E1EBXK;King;Shoreline;WA;98177;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;0;32;310953751;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020100
1G1FZ6S0XL;Kitsap;Seabeck;WA;98380;2020;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;259;0;35;138832844;POINT (-122.847462 47.63836);PUGET SOUND ENERGY INC;53035092000
7SAYGDEE7P;King;Renton;WA;98058;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;11;251366160;POINT (-122.1298876 47.4451257);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029304
1N4AZ1CP3J;Island;Coupeville;WA;98239;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;151;0;10;290902181;POINT (-122.6880708 48.2179983);PUGET SOUND ENERGY INC;53029971000
KM8JFDA26P;Snohomish;Monroe;WA;98272;2023;HYUNDAI;TUCSON;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;39;252501987;POINT (-121.972215 47.85674);PUGET SOUND ENERGY INC;53061052203
5YJXCBE41G;Kitsap;Silverdale;WA;98383;2016;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;0;23;226085744;POINT (-122.668076 47.665978);PUGET SOUND ENERGY INC;53035091302
WBY1Z4C53E;Kitsap;Bainbridge Island;WA;98110;2014;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;0;23;243689834;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035091002
JN1AZ0CP4C;King;Shoreline;WA;98155;2012;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;0;32;134679240;POINT (-122.3175 47.7578146);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033021300
KNDRJDLH5N;Thurston;Yelm;WA;98597;2022;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;2;207310582;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012530
1N4AZ1CP9L;King;Redmond;WA;98052;2020;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;149;0;45;132454822;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323
1G1FX6S03H;King;Kirkland;WA;98033;2017;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;48;208875887;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022604
JN1AZ0CP5C;Snohomish;Lake Stevens;WA;98258;2012;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;0;44;165573152;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052607
5YJYGDEE8L;Thurston;Tumwater;WA;98501;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;0;35;124633715;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067011720
JN1AZ0CP1C;King;Kenmore;WA;98028;2012;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;0;46;158914675;POINT (-122.2504747 47.7617128);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022102
5YJXCDE4XL;Thurston;Olympia;WA;98502;2020;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;0;22;127274675;POINT (-122.92145 47.045935);PUGET SOUND ENERGY INC;53067011100
2C4RC1N70L;Thurston;Olympia;WA;98501;2020;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;22;139479049;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010400
5YJSA1CG3D;King;Seattle;WA;98112;2013;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;43;113783820;POINT (-122.306935 47.62441);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006300
1N4AZ0CP9D;King;Tukwila;WA;98168;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;0;11;164742420;POINT (-122.286465 47.476);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033026200
5YJSA1DP8D;Snohomish;Stanwood;WA;98292;2013;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;10;111162012;POINT (-122.3684051 48.2414921);PUGET SOUND ENERGY INC;53061053202
5YJ3E1EB2L;King;Kirkland;WA;98034;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;322;0;45;131352910;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021903
1G1FX6S01J;King;Kirkland;WA;98034;2018;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;45;140466784;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021903
5YJSA1H44F;Kitsap;Seabeck;WA;98380;2015;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;0;35;206285075;POINT (-122.847462 47.63836);PUGET SOUND ENERGY INC;53035091301
5YJ3E1EA4P;Kitsap;Poulsbo;WA;98370;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;23;233664560;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035090502
2T3YL4DV7D;King;Seattle;WA;98109;2013;TOYOTA;RAV4;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;103;0;36;319368647;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006000
1G1FW6S01H;King;Renton;WA;98056;2017;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;41;348344237;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025201
KNDPZDAH8P;Kitsap;Poulsbo;WA;98370;2023;KIA;SPORTAGE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;34;0;23;241599438;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035090201
1G1RC6S55H;Kitsap;Silverdale;WA;98383;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;23;101042105;POINT (-122.668076 47.665978);PUGET SOUND ENERGY INC;53035091205
5UXTA6C04N;Kitsap;Bremerton;WA;98312;2022;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;0;35;194341269;POINT (-122.65223 47.57192);PUGET SOUND ENERGY INC;53035080900
5YJXCDE22J;King;Medina;WA;98039;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;48;280926523;POINT (-122.228025 47.61598);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033024200
1N4AZ0CP4D;Kitsap;Kingston;WA;98346;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;0;23;176159819;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090102
WBY1Z2C51E;Thurston;Olympia;WA;98502;2014;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;81;0;22;149282514;POINT (-122.92145 47.045935);PUGET SOUND ENERGY INC;53067010600
5YJ3E1EB0K;Kitsap;Kingston;WA;98346;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;0;23;477091646;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090101
KNDCE3LG0K;King;Seattle;WA;98122;2019;KIA;NIRO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;0;37;327927162;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008800
1N4BZ1CP2K;King;Bellevue;WA;98004;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;0;48;9139105;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023806
5YJ3E1EA3J;King;Redmond;WA;98052;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;0;45;474970905;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323
5YJYGDEE8L;King;Bellevue;WA;98006;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;0;41;127469842;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024901
1G1FX6S07J;Snohomish;Bothell;WA;98021;2018;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;1;262298739;POINT (-122.179458 47.802589);PUGET SOUND ENERGY INC;53061051918
WMWXP3C09M;Snohomish;Bothell;WA;98021;2021;MINI;HARDTOP;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;110;0;1;196081084;POINT (-122.179458 47.802589);PUGET SOUND ENERGY INC;53061051917
5YJSA1S10E;Kitsap;Kingston;WA;98346;2014;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;23;184590640;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090101
5YJSA1E25H;Kitsap;Port Orchard;WA;98367;2017;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;0;35;266461135;POINT (-122.6851642 47.506453);PUGET SOUND ENERGY INC;53035092902
5YJ3E1EA9P;King;Kirkland;WA;98034;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;229990057;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021903
1C4JJXR64N;Snohomish;Snohomish;WA;98296;2022;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;22;0;1;204755785;POINT (-122.15134 47.8851158);PUGET SOUND ENERGY INC;53061052107
KNDCC3LG5L;King;Kirkland;WA;98033;2020;KIA;NIRO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;0;48;151409261;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022701
WMEFJ9BA7J;Kitsap;Poulsbo;WA;98370;2018;SMART;EQ FORTWO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;58;0;23;120628630;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035940100
JN1AZ0CP7C;Yakima;Toppenish;WA;98948;2012;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;0;14;169819989;POINT (-120.31287 46.37534);PACIFICORP;53077940002
5YJYGDEE2L;Snohomish;Lake Stevens;WA;98258;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;0;44;110653420;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052607
5YJ3E1EBXJ;King;Renton;WA;98056;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;0;11;4423989;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025601
5UXTS1C09M;King;Renton;WA;98056;2021;BMW;X3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;41;168538863;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025201
KNDCS3LF6P;Kitsap;Bainbridge Island;WA;98110;2023;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;23;251562461;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090901
1N4BZ1CP6K;King;Seattle;WA;98144;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;0;37;235733977;POINT (-122.30823 47.581975);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009500
5YJ3E1EA0K;Snohomish;Everett;WA;98204;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;0;21;478003844;POINT (-122.240535 47.91139);PUGET SOUND ENERGY INC;53061041812
7SAYGDEE8P;Thurston;Olympia;WA;98501;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;35;249569323;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067011821
5YJYGDEE5L;King;Seattle;WA;98108;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;0;11;109673042;POINT (-122.326965 47.55015);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033010001
